sample_id,class_label,observation_group_id,overlap_component_id,geographic_block_id,survey_year,provenance_id,source_resolution_m,patch_size_m,processing_version,qa_status,sampling_stratum,patch_sha256,split_random,split_geographic
E001P-5ba0a0175e44,positive_bowl_barrow,E001G-e930aaa16f2e,E001O-9a72378c429b,BNG_100KM_E3_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,cecd80a0e5c29b391b48fbf669ff0f488f9952ac08fafab7e9055e92fcf15e35,final_test,train
E001P-5caa2d54f38b,positive_bowl_barrow,E001G-45c20d9b9a5d,,BNG_100KM_E4_N5,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,44ca4974b85543510ecbcab756a129d906f60820b793c27fc9709c8a1cab046a,train,train
E001P-5e66b821a32e,positive_bowl_barrow,E001G-35ac9464bddb,,BNG_100KM_E3_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,838fb32665e40363c3c8d88807cf2c138f5be99066c04ba1b6a9fc4f10d64e56,development,train
E001P-5f26f47efa81,positive_bowl_barrow,E001G-fae889675651,,BNG_100KM_E3_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,94fadf5c6020a2c7c963726d556d90874f78283556d170a2c715ba28363bf480,train,train
E001P-60960295cce1,positive_bowl_barrow,E001G-2f8233561d8b,,BNG_100KM_E2_N1,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,6e1d96c6d577591f47a72e58223d9ccfa0808f8dd98e48c49c995c44225153fc,train,train
E001P-60f2c68a1dea,positive_bowl_barrow,E001G-b872140bb73f,,BNG_100KM_E1_N0,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,5d3ac9dd79250fe7871e9017692722a21e2e43239e03d748ee81f51af2db7ed3,final_test,train
E001P-612f6a2be1ef,positive_bowl_barrow,E001G-ffa904bf1e19,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,52e0e716f65688d470f3ff4436e4b4b70f60e30af7ec695702e8ffefdc64a9bc,train,final_test
E001P-63b853157e46,positive_bowl_barrow,E001G-4dd03f7d617c,,BNG_100KM_E4_N5,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,500394c31c7a430aff28a9228cc7ff9e41acc96b9ebccb40a5990d47354cf0ad,train,train
E001P-63f2d1e0f54d,positive_bowl_barrow,E001G-71c975f5c4c4,,BNG_100KM_E1_N0,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,1b401ad0b2c38aae62ed3baa6d56774cda5f217f05dfd297e71cd558d4cff88b,development,train
E001P-64649dc543eb,positive_bowl_barrow,E001G-7b40bcd05d2c,,BNG_100KM_E5_N3,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,8fb1a22d2b362175908914a104f85dc4a103a8bccba967cb7b0c3efeae6fd0a2,train,train
E001P-66b82f36c0f6,positive_bowl_barrow,E001G-bf62bdb21c16,,BNG_100KM_E5_N1,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,585ccb8402998694e7990d05d5e09a58a5dc3a332e94a2bc00570e3609595f35,final_test,train
E001P-66bc14093c0e,positive_bowl_barrow,E001G-074361565b6f,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,8b6b338a1c0fa9caa8da641fb35c7ffd7ab5259b9321f93e6c80af5697368e0c,train,train
E001P-67eec1c6630f,positive_bowl_barrow,E001G-d7a55cb5863a,E001O-0134257b26f3,BNG_100KM_E2_N0,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,1bdef370e544ca29c3d1578a352cc16e03ddc8bef287d118e00a4598086e893f,train,development
E001P-690b78984e71,positive_bowl_barrow,E001G-475edf6185eb,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,25b1fc149d7a70d0fe79461f52e414e611bb0acba5e1f8f98e3692605faa0c68,train,final_test
E001P-6b114d58a5e4,positive_bowl_barrow,E001G-d32e2a912d5b,,BNG_100KM_E4_N3,2022,EAP-a800a13742ee,1.0,128,e001-terrain-v1,pass,positive_curated,e60683d61ee41f819585ef69ddfaafd426b3918103696979d79e7028b338e51e,train,train
E001P-6dddae8dd8be,positive_bowl_barrow,E001G-d480a4f5d11c,,BNG_100KM_E5_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,0e71e89967f524abcb82ca0d3c507b6357743180e88846a33091c3913b78e1c3,final_test,train
E001P-6e6dc6aeaba3,positive_bowl_barrow,E001G-888809cc4c35,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,cc3fc1ba592cf5d863a0d19641454baed0cd269154daeb805a3b3c6783f183d2,train,train
E001P-6eeda8f0e090,positive_bowl_barrow,E001G-2dc1523477e4,,BNG_100KM_E2_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,ec2a7b52aed226205fd9cf0248ecf937347b9e7b80fe28bf5347e0886d28aa9a,train,train
E001P-6fa8fb71d2a7,positive_bowl_barrow,E001G-c7ee26eb172f,,BNG_100KM_E6_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,e097d22f16b9c122930ec0217adeff0d3f674ead8f53679d2adca9d43f028dc9,train,train
E001P-705e35b18f9d,positive_bowl_barrow,E001G-0f19be53b917,,BNG_100KM_E5_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,a05f3557cea99dcab447e107fcbbe5a35da4fa3c0a23f789ae8c25ca4523a542,train,final_test
E001P-71180cf95f17,positive_bowl_barrow,E001G-e74f3fdd8ab4,,BNG_100KM_E5_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,cf3dd27e8196e573a55cc3c494d50920a1413f978c29ce439cb090ad8d6abc40,train,final_test
E001P-71b63fbfcc4e,positive_bowl_barrow,E001G-0943635d6886,,BNG_100KM_E5_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,3e45df44dac1a3dfcc9abd3270bdca4941b0e5a6919558f42f5e4d389e51f22a,train,train
E001P-71eede38f6be,positive_bowl_barrow,E001G-ad025c78ec67,,BNG_100KM_E4_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,650ddba6e27c2276644c9862296f7b019190b558e47c83cc4a77d57fd4f3c524,train,train
E001P-750b1717762c,positive_bowl_barrow,E001G-b956741c2c7c,,BNG_100KM_E5_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,cc8d637e8a979d86b7bc8dbab925c6de6af6621061252ed6568d340ca358a5b9,train,train
E001P-76344d8fd08b,positive_bowl_barrow,E001G-61d3494a300b,,BNG_100KM_E1_N0,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,90240a67c90906929d272b4789ddd786b882dcbbe7aadfebd1af369162c39853,train,train
E001P-76ee91b25c33,positive_bowl_barrow,E001G-9b3cef34d7aa,,BNG_100KM_E3_N1,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,5e24ea2e83eedda7b47f66189a6f33d4a52a552cd6c589d473e75b02225091c7,final_test,train
E001P-7789edb5f273,positive_bowl_barrow,E001G-76549943f699,,BNG_100KM_E4_N2,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,e2c28600e2128504865ab3f7b1561a52ba38a79a29f9e1e1771b80f20de85137,train,train
E001P-79e1cf88f0b3,positive_bowl_barrow,E001G-dded0514002d,,BNG_100KM_E4_N2,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,01c36e19c801d41d11a3cf07e5e54d6965436cd065b8e4b98d5c773fd48155c7,final_test,train
E001P-79f5b58f9891,positive_bowl_barrow,E001G-4d8bba6c4e53,,BNG_100KM_E2_N0,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,4e67f73608c3ca0c16bfd103d9c6f35fa0ad7beff5a2d55805c8d5dbe7d0658d,train,development
E001P-7ce83bb20494,positive_bowl_barrow,E001G-3f50f12858da,,BNG_100KM_E5_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,325378edd6a5bc83c56149e781b8c7c8528cf9d939259d6467bffe148cbaf557,train,train
E001P-7e28c3e6ee6c,positive_bowl_barrow,E001G-cd9ebfbda39d,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,ca30a3808f82b34d86f826749553b79f4640bfffe872c0011ad21211b892562f,train,final_test
E001P-7ef626876471,positive_bowl_barrow,E001G-0bc5a9b120de,,BNG_100KM_E3_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,e8152ea50cf0acc5650e19503057db33c842057aece398af575b2b14b94f2db1,train,train
E001P-7f15cf198a5e,positive_bowl_barrow,E001G-555a75e589d9,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,e51c587ca2cafd4e1adf47b318cd0a37690ba12c2c34d651e84f252accfce3f4,train,final_test
E001P-7f1a2d3e35e8,positive_bowl_barrow,E001G-2dbe527dc052,,BNG_100KM_E6_N1,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,9bda239bc52193a7745975c810dd4341036434aa9f1d09a5d9407491aff74536,train,train
E001P-7fcb5e488cac,positive_bowl_barrow,E001G-14f24856dc6b,,BNG_100KM_E5_N3,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,positive_curated,b421e59c432521e70f8eb532873fac0b8572a96898e37ce7c42ee00de639229b,train,train
E001P-8078c8ff9e4d,positive_bowl_barrow,E001G-36d77e5e0a54,,BNG_100KM_E4_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,49b40e126064e0dbfff13a0724721166cb0d3cea24974a85beae4378f5ff65b2,final_test,train
E001P-8214b5bcd75b,positive_bowl_barrow,E001G-871066ca4df3,,BNG_100KM_E6_N1,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,feb851a1f1474e0d3df4a6a2964bb7443ba28328f22bd15b4d823a94b8b523f0,train,train
E001P-8321ac95cb70,positive_bowl_barrow,E001G-537394d87b42,,BNG_100KM_E3_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,35f171c8ace09c801bbb00065f094f815408d4a6d2e6f597c65e0d09df385133,train,final_test
E001P-83bdeb53a64c,positive_bowl_barrow,E001G-db68efa25410,,BNG_100KM_E3_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,62fe3c468db109fc17e2eecff6637998dcd0d6af2e7a0b4b35efc976f922abf1,final_test,final_test
E001P-8505ee9811d7,positive_bowl_barrow,E001G-b6f3c9ee7d3d,,BNG_100KM_E4_N0,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,87bf9a63a077850f3f7c48a75593614afcfbc1deb95496afc51fc03f97e7f986,train,train
E001P-85c921cf5c14,positive_bowl_barrow,E001G-96ff4136a9fc,,BNG_100KM_E4_N3,2022,EAP-a800a13742ee,1.0,128,e001-terrain-v1,pass,positive_curated,48f030cec900c6307bbf2b9f0e59ecacf7ed9b1859307240b2f9e1967579f869,train,train
E001P-86397d907061,positive_bowl_barrow,E001G-3b5574bb54a6,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,f6990696d8cadf768fcc5376bfbcb789608f7bfd19594438b80a7fa74f03f13b,train,train
E001P-8914a8fae3e9,positive_bowl_barrow,E001G-748e92ae4832,,BNG_100KM_E5_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,03f663990544d7c6ba8e9fa601488e3532e1185d79e108a9cb0c0a155b98e9f6,train,train
E001P-89e1106f0180,positive_bowl_barrow,E001G-e35d2bbfeebd,,BNG_100KM_E5_N3,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,71455e0a46c6ad0c2cd483294b9a5e0ca6fa6b34e4481ce714f3512df56f3741,train,train
E001P-8a576a7aa52a,positive_bowl_barrow,E001G-691a42c4dc75,,BNG_100KM_E6_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,f029aa42d6393e1954b051d29588df77e06f7b7541ac24d876cda678bd349b27,train,train
E001P-8a5f8eee2627,positive_bowl_barrow,E001G-d26c18c2941a,,BNG_100KM_E2_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,d638df038ba99a2374045c373f58d470d577c8de482b3458cfe4b9a5b0429f61,train,train
E001P-8a6edde9f5f0,positive_bowl_barrow,E001G-c104168fe310,,BNG_100KM_E5_N3,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,4d9af36055ca4029b6f07b1b057c377097ea0f1fac6a609b06d3fb2c85b52aaa,train,train
E001P-8bbe430082f9,positive_bowl_barrow,E001G-554bacfd5fca,,BNG_100KM_E4_N0,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,27642d4a8f0b8d98b45019c2148f4d3fd0e6978030517f495577dfa3afa0c1e3,train,train
E001P-8ea850b4b7ec,positive_bowl_barrow,E001G-0d9c30643a48,,BNG_100KM_E3_N2,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,29a2aea5f92dce2f189dd3d681238e65f80bcc24b3788960b945a454aa05b893,train,final_test
E001P-905ff0dc5816,positive_bowl_barrow,E001G-2d3337574242,,BNG_100KM_E4_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,af337d57768113afb1501f11ed90780d2a119f7fcce8aa80ee64c039058df06d,train,train
E001P-90b88f74492d,positive_bowl_barrow,E001G-e313ba56d366,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,1edf4bf8ac730e8f31d37aa2f6574888f49d910b760aff4c3e385f850a6eb567,train,train
E001P-92143d5878a3,positive_bowl_barrow,E001G-2215e5402313,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,db51ce1022774cd8d22ac98d41f1cfba02f7980c9e00467d8c0e0ba3b34a7878,train,train
E001P-92891941774d,positive_bowl_barrow,E001G-e03c8085ea89,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,bd7cb185c1a55b654f9f3eace718def4922257059c32d62788329f7f177ff768,development,train
E001P-9373abefa18c,positive_bowl_barrow,E001G-42111c3d3f24,,BNG_100KM_E2_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,83d1416eef31d526641632a5b591a223a4ec0932ce999c010321ad4a0cfb895b,train,development
E001P-93c43fb91947,positive_bowl_barrow,E001G-c75ba2b6eb4b,,BNG_100KM_E4_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,0126ac7b572a612805e175afcec7fc517bdfa50721f0ea9fe9e00d774da8c7d3,train,train
E001P-93f400cba9e9,positive_bowl_barrow,E001G-490e2800352b,,BNG_100KM_E5_N4,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,751c52b5e8ede3a8a09b2fcf9d0dfbc7ecb745e4d44bb25152c745c79cda369c,train,final_test
E001P-944e996f6a0f,positive_bowl_barrow,E001G-9fec69fb9af6,,BNG_100KM_E3_N4,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,1eee8f60a1bd9b070fd60070208e2254d7fd972d1b3ef710ca44dd147b009e7f,train,train
E001P-948e527497d6,positive_bowl_barrow,E001G-a094439c6daa,,BNG_100KM_E5_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,c1a339dcdf13c800bc96a6974d9b38cec82bdb2f1a80d0911351f73b9682d132,final_test,final_test
E001P-95961326d9fb,positive_bowl_barrow,E001G-ffe2a77b5e13,,BNG_100KM_E6_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,db36a9746df67d0d44a95d69458c21b0b339c1519eb649c05eb4dd0ad4ec3da7,final_test,train
E001P-96316406051d,positive_bowl_barrow,E001G-25f277fc668f,,BNG_100KM_E3_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,e735b2e2d9effa391b178c8f524b41ac986fa9051584ff154370380716f33005,train,train
E001P-96c4037242f3,positive_bowl_barrow,E001G-1b0e46349426,,BNG_100KM_E3_N5,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,ff7b7d6322e7d328a9e6b6617fcb68f7146ffc4a9f28c12111975ae5c97bfe26,final_test,train
E001P-99d3e2abc9cd,positive_bowl_barrow,E001G-2d6b26834938,,BNG_100KM_E2_N0,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,4c001c60e2b744261feb6cdb2f3a440b5d7a954a70eebc16fe1490d290db9c48,final_test,development
E001P-9aa4160449d5,positive_bowl_barrow,E001G-6b2333aef0c1,,BNG_100KM_E4_N1,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,positive_curated,b13d32280bd94be59f9284757af530e6a1b994473dd1993532eb46d521c70f9c,train,train
E001P-9cfe5cb179a7,positive_bowl_barrow,E001G-0002da38060a,,BNG_100KM_E3_N1,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,84adf646fc6c984c30c94876e2d106d5fad75a8d544f6978ad03d8a8b1ac67cf,train,train
E001P-9edb40de9bb1,positive_bowl_barrow,E001G-d7a55cb5863a,E001O-0134257b26f3,BNG_100KM_E2_N0,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,3f761718b9776577a38db2985741bc81caa6a966f804dafd462c2f4fb61dab96,train,development
E001P-a01e74e62a62,positive_bowl_barrow,E001G-44e8866b1e5a,,BNG_100KM_E5_N3,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,4a803c93387c9e865041224eed76d666b2e0dd8e43e8906e22fb1d317a354838,train,train
E001P-a0444b9b08e1,positive_bowl_barrow,E001G-2e0705271843,,BNG_100KM_E5_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,580591d62c5d8d71a3bd0ed83384b7c21a170838d2a1a4ad572c7363febffce2,train,train
E001P-a0a61ea84389,positive_bowl_barrow,E001G-00a696f67c98,,BNG_100KM_E3_N5,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,b586cb7f87ac40356bb4a36a898b53717d3c5ecc96d47a0e8bcbdf6e8e0efaf7,final_test,train
E001P-a1c48e4372af,positive_bowl_barrow,E001G-644221ce9739,,BNG_100KM_E3_N5,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,3fdc0c07af219724ece644e7bfebdc2cb490c80fc3c9894ad870db444257c7bd,final_test,train
E001P-a3a09d764ae7,positive_bowl_barrow,E001G-a39ea43c2679,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,ff3e47981585c6a92f9eb485a6ba282a070010a032aa09c8fccac28344e0986b,train,train
E001P-a44ea7c11940,positive_bowl_barrow,E001G-07aca52a4f92,,BNG_100KM_E4_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,b4d3a6d7b44910eb5e7360028f90831d4c4c1243515b9d5d270d2ff246169efb,train,train
E001P-a6482e55b7ac,positive_bowl_barrow,E001G-9c4791bd994f,,BNG_100KM_E4_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,57b3b0594ae243ebbac702472c013cd6d5287ebf6a0d1e731f4062cb2509c810,train,train
E001P-a686988f538b,positive_bowl_barrow,E001G-b4c6550acd98,,BNG_100KM_E3_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,e41b59f6188590620839e39821d6b9f2b7ddec69b41fd8836e2478de08cae597,train,train
E001P-a6b7209b6679,positive_bowl_barrow,E001G-d5e7899e5e40,,BNG_100KM_E2_N1,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,d4f5a41f3a8ed095bbb70adfc3088a7f234f0ad68eae88974538f43eb6121cfe,train,train
E001P-a93713ddc738,positive_bowl_barrow,E001G-fd7fe9b48888,,BNG_100KM_E5_N4,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,a2538a4d6876844817d01f43b6eed20d21ed22e6f0daf0ae98660ff7e3faa736,train,final_test
E001P-aa1f045560d2,positive_bowl_barrow,E001G-06140dd5ee46,,BNG_100KM_E4_N4,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,91c20ae1ff2e3e887f1fa1108b7b68ec72bc047fa3950a955b578459e03ef680,train,train
E001P-ab4b8a5c2e43,positive_bowl_barrow,E001G-e6e1787c57c8,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,777e6d3fde588cca028c917b6c46bcb4dec2b6db140cf10dc5205b4ed11ea2f3,train,train
E001P-ab89695df8a1,positive_bowl_barrow,E001G-083011c5011c,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,bcdc389c08b69403f94942bb5c792df920dfef5fa2068c2b9f8455a862c0f19c,train,train
E001P-ac6f8251f22c,positive_bowl_barrow,E001G-357de4df2730,,BNG_100KM_E6_N3,2017,EAP-8e32eccbc87e,1.0,128,e001-terrain-v1,pass,positive_curated,1d96e1114517fc5036b0f9315fa1e6f0c855e539fda4b18e02b3a3c5b06d8006,train,train
E001P-acdd418210f8,positive_bowl_barrow,E001G-1de551a9ecad,,BNG_100KM_E4_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,f8ad8d22145e63cdd7980523b4ca61227c93e680b02df317d3fd9d721d9103bb,train,train
E001P-ad8f6b645dad,positive_bowl_barrow,E001G-9ef1fa7e63a2,,BNG_100KM_E4_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,3922a976cb0049d7bc4c93181403e13fa9501b004227abd5b64a102ac354fda5,train,train
E001P-adbfcccc3eaa,positive_bowl_barrow,E001G-7625697c85c0,,BNG_100KM_E6_N2,2018,EAP-d85b0f0821f9,1.0,128,e001-terrain-v1,pass,positive_curated,1e8343dc85f217d9f141e39bc94f4735cf77951efdeb9b01a873b64200511ae5,train,train
E001P-ae308d084fdf,positive_bowl_barrow,E001G-811748c43f63,E001O-bfb367ad9636,BNG_100KM_E5_N0,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,30579f943fd69b5955771aa819d07e00e2745650dcf6857bc7d83b01a3233f39,train,train
E001P-af9277ffa00d,positive_bowl_barrow,E001G-b51e4e22fade,,BNG_100KM_E2_N1,2022,EAP-a800a13742ee,1.0,128,e001-terrain-v1,pass,positive_curated,ad13c7c4b9999f827a06a50c7061511ca923284e438d89ceb853a5306194a17f,train,train
E001P-b048ffa78ee3,positive_bowl_barrow,E001G-87569b7da020,,BNG_100KM_E4_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,1c2fb8ffe3d698ef6e3c6c1e61f3c19c36da24e66ad409f1986681a277ca6427,train,train
E001P-b04ba3a7567e,positive_bowl_barrow,E001G-313630f1a471,,BNG_100KM_E1_N0,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,5053746a3312bb43a3b693b0a359e2bf3a9a3880efcb92ecd5f7734777d9b472,final_test,train
E001P-b1d5a1bbf5c6,positive_bowl_barrow,E001G-c0ce8bcbefeb,,BNG_100KM_E3_N1,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,5f978a76e6dc5c65e45f9bb81065f8ef576cc78416edec5ad9c40447984f1303,train,train
E001P-b2e972d73ca7,positive_bowl_barrow,E001G-b45c6c609f64,,BNG_100KM_E3_N5,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,84b680cf53b8e4e9df14b38c2c1c0ea17312008309337bd0d2a9da70fa81c3a3,train,train
E001P-b446bc58ac34,positive_bowl_barrow,E001G-78578e404c1c,,BNG_100KM_E4_N1,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,f35b6f5cfa368be3459fc7b8f75e006384868bbcf713d1d694abd7c7314ffa39,train,train
E001P-b497d571efb3,positive_bowl_barrow,E001G-f40af4840c91,,BNG_100KM_E2_N1,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,1b179e24c566f08f8b0ec1089429fb358a44e9b69c7fff08db091a6b97838b87,final_test,train
E001P-b6647b399da4,positive_bowl_barrow,E001G-c18c8f622e11,,BNG_100KM_E5_N3,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,f389fadc9bbb077ff656f8f6c3a5be53bc5e61e8019c137b1ec39ba7ca9f7fa0,train,train
E001P-b6a48db17569,positive_bowl_barrow,E001G-0378ebe272cb,,BNG_100KM_E3_N5,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,19bbb1e21243fc2383ed3f41fc667790ccf37be855b794652b0793d4e7093995,final_test,train
E001P-b82277f95fd9,positive_bowl_barrow,E001G-24f902a1ea4e,,BNG_100KM_E2_N1,2022,EAP-a800a13742ee,1.0,128,e001-terrain-v1,pass,positive_curated,6ada839efcc15cdae25ad913024eed90f01ece65e1cd6766a72fd84298aea927,train,train
E001P-b9597d67e19a,positive_bowl_barrow,E001G-68e739755fe2,,BNG_100KM_E4_N0,2021,EAP-71ad6a50942e,1.0,128,e001-terrain-v1,pass,positive_curated,6c0bd7eda3729a4bd06d8d556d8f3d2b13118dbf49cd8d7fb071135a979fc4ab,train,train
E001P-ba15773afd1f,positive_bowl_barrow,E001G-3124468f390c,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,5cbade9099dd60847db596dec2458bdd7c817a7e70dcad0add2b98d26f1b82b4,train,train
E001P-bb42152a436b,positive_bowl_barrow,E001G-42dd34d29069,,BNG_100KM_E3_N1,2019,EAP-d3a871d4f09e,1.0,128,e001-terrain-v1,pass,positive_curated,a288a4f68bd1136f76884a4749374022200cc7a1bd82271bd6f034ae0e0dc142,train,train
E001P-bc8bda069ff9,positive_bowl_barrow,E001G-0ebccb2504e4,,BNG_100KM_E4_N2,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,3d7ff9b38211fb19728760764de90ea89c572aab886752e908119646d697396e,train,train
E001P-bd24a8dc2724,positive_bowl_barrow,E001G-b3c9aa1d1999,,BNG_100KM_E3_N3,2020,EAP-c590a5cb0139,1.0,128,e001-terrain-v1,pass,positive_curated,42e196bf2ad107da9f649dce6380dfddbfdb6b2492348606b930afe16d331edd,train,train
